Relatório de termos de pesquisa
1 de janeiro de 2026 - 12 de maio de 2026
Mês,Termo de pesquisa,Tipo de corresp.,Adicionada/excluída,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Taxa de conv.,Conversões,Custo / conv.
março de 2026,infra estrutura para ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,renovar climatização empresa especialista em climatização autorizada multimarcas serviços e vendas,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,assistência técnica lg ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,instalacao ar condicionado campinas,Correspondência de frase (variação aproximada),Nenhum,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,ar condicionado em hortolândia,Correspondência de frase (variação aproximada),Nenhum,1,4,"25,00%",BRL,"6,79","6,79","0,00%","0,00","0,00"
abril de 2026,daikin instalador autorizado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,como instalar um ar condicionado,Correspondência de frase (variação aproximada),Nenhum,1,2,"50,00%",BRL,"0,71","0,71","0,00%","0,00","0,00"
fevereiro de 2026,quanto custa a limpeza do ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
maio de 2026,instalacao de ar condicionado,Correspondência exata (variante aproximada),Nenhum,1,4,"25,00%",BRL,"1,50","1,50","0,00%","0,00","0,00"
janeiro de 2026,valor instalação ar condicionado 24.000 btus,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,samsung assistencia tecnica ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
maio de 2026,ar condicionado campinas sp,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,ar condicionado nova serrana,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,lojas de ar condicionado perto de mim,Correspondência exata (variante aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,refrigeração ar condicionado perto de mim,Correspondência exata (variante aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,instalação de ar condicionado em americana,Correspondência de frase,Nenhum,1,6,"16,67%",BRL,"1,16","1,16","0,00%","0,00","0,00"
maio de 2026,str ar condicionado campinas,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,como instalar um ar condicionado,Correspondência de frase (variação aproximada),Nenhum,3,5,"60,00%",BRL,"1,82","5,47","66,67%","2,00","2,73"
fevereiro de 2026,técnico ar condicionado perto de mim,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,instalação de ar condicionado cassete,Correspondência de frase,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,valor de uma manutenção de ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,manutenção de ar condicionado em são josé do rio preto,Correspondência de frase,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,ar condicionado nova odessa,Correspondência de frase (variação aproximada),Nenhum,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,quanto custa instalar ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,4,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,empresas de ar condicionado,Correspondência exata (variante aproximada),Nenhum,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,ar condicionado instalado,Correspondência de frase (variação aproximada),Nenhum,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,quanto custa para instalar ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
maio de 2026,ar condicionado perto de mim,Correspondência exata (variante aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,ar condicionado em americana sp,Correspondência de frase (variação aproximada),Nenhum,1,4,"25,00%",BRL,"3,29","3,29","0,00%","0,00","0,00"
abril de 2026,oficina de ar condicionado perto de mim,Correspondência exata (variante aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,casa e clima sumare,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,real clima ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,assistencia tecnica ar condicionado portatil philco,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,empresa ar condicionado,Correspondência exata (variante aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
maio de 2026,como instalar ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,8,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,qual valor instalação ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,serviço de instalação de ar condicionado,Correspondência exata (variante aproximada),Nenhum,0,4,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,valor recarga gás ar condicionado residencial,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,quanto custa para fazer uma limpeza no ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,ar condicionado e instalacao,Correspondência exata (variante aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,empresa de instalacao de ar condicionado,Correspondência exata (variante aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,davi ar condicionado hortolândia,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,ar condicionado manutencao,Correspondência exata (variante aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,summer ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,instalação de ar condicionado preço,Correspondência de frase,Nenhum,1,3,"33,33%",BRL,"3,34","3,34","100,00%","1,00","3,34"
janeiro de 2026,ar condicionado campinas,Correspondência de frase (variação aproximada),Nenhum,1,13,"7,69%",BRL,"0,41","0,41","0,00%","0,00","0,00"
março de 2026,serviços ar condicionado,Correspondência exata (variante aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,empresas de ar condicionado em americana,Correspondência exata (variante aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,instalação de ar condicionado,Correspondência exata (variante aproximada),Adicionado,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,quanto fica para instalar um ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,credenciado lg ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,climat ar condicionado americana sp,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,assistência técnica ar condicionado elgin,Correspondência de frase (variação aproximada),Nenhum,0,4,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,limpeza de ar condicionado em americana,Correspondência de frase (variação aproximada),Nenhum,3,5,"60,00%",BRL,"1,28","3,83","66,67%","2,00","1,92"
janeiro de 2026,manutenção ar condicionado em americana,Correspondência de frase (variação aproximada),Nenhum,0,4,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,como instalar um ar condicionado inverter,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,manutencao ar condicionado,Correspondência exata (variante aproximada),Nenhum,0,4,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
maio de 2026,manutencao de ar condicionado,Correspondência exata (variante aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,instalação ar condicionado janela consul,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,ar condicionado em sumaré sp,Correspondência exata (variante aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,instalação ar condicionado americana sp,Correspondência de frase (variação aproximada),Nenhum,1,2,"50,00%",BRL,"2,21","2,21","100,00%","1,00","2,21"
março de 2026,são camilo ar condicionado americana,Correspondência de frase (variação aproximada),Nenhum,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,wagner ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,ar condicionado em campinas,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,desentupimento de dreno de ar condicionado,Correspondência de frase (variação aproximada),Nenhum,1,2,"50,00%",BRL,"6,72","6,72","100,00%","1,00","6,72"
março de 2026,valor para colocar gás no ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,empresa ar condicionado campinas,Correspondência exata (variante aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,instalador autorizado lg ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,assistência técnica autorizada springer,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
maio de 2026,manutençao de ar condicionado,Correspondência exata (variante aproximada),Nenhum,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,manutenção ar condicionado americana sp,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,credenciado samsung ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,empresa de instalação de ar condicionado perto de mim,Correspondência exata (variante aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,quanto custa instalar ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,6,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,trevisan ar condicionado americana,Correspondência de frase (variação aproximada),Nenhum,0,10,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,manutenção ar condicionado,Correspondência exata (variante aproximada),Nenhum,6,48,"12,50%",BRL,"4,18","25,09","16,67%","1,00","25,09"
março de 2026,preço instalação ar condicionado 24000 btus,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
maio de 2026,ar condicionado piracicaba,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,instalação de ar condicionado americana sp,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
maio de 2026,instalação de ar condicionado em sumaré,Correspondência exata (variante aproximada),Nenhum,1,6,"16,67%",BRL,"16,59","16,59","0,00%","0,00","0,00"
março de 2026,clima forte limeira,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,instalação ar condicionado perto de mim,Correspondência exata (variante aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,marcos ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,5,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,loja de ar condicionado próximo a mim,Correspondência exata (variante aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,refrigeração climatec,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,qual valor pra instalar um ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,passo a passo de como instalar um ar condicionado,Correspondência de frase (variação aproximada),Nenhum,1,1,"100,00%",BRL,"4,05","4,05","100,00%","1,00","4,05"
março de 2026,instalação de ar condicionado em campinas,Correspondência de frase,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,manutenção ar condicionado perto de mim,Correspondência de frase,Nenhum,1,6,"16,67%",BRL,"2,99","2,99","0,00%","0,00","0,00"
janeiro de 2026,assistencia técnica ar condicionado philco,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,casa e clima sumaré,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,help ar condicionado americana,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,valor para instalar ar condicionado em apartamento,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,valor para higienizar ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,valor recarga de gás ar condicionado 9000 btus,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,elgin ar condicionado instalação,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,assistência de ar condicionado perto de mim,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,manutenção no ar condicionado,Correspondência exata (variante aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,manutenção ar condicionado campinas,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,qual valor para colocar gas no ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,higienização ar condicionado valor,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,tecnico ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,7,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,autorizadas lg ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,artec ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,quanto custa colocar gas no ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,instalação ar condicionado,Correspondência exata (variante aproximada),Nenhum,1,19,"5,26%",BRL,"14,29","14,29","0,00%","0,00","0,00"
janeiro de 2026,instalação de ar condicionado residencial,Correspondência exata (variante aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,conserto de ar condicionado perto de mim,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,riofrio climatização,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,assistência técnica autorizada ar condicionado samsung,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,valor para instalar ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,higienização ar condicionado residencial,Correspondência de frase (variação aproximada),Nenhum,1,6,"16,67%",BRL,"5,00","5,00","0,00%","0,00","0,00"
março de 2026,quanto custa para limpar ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,conserto de ar condicionado em americana,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
fevereiro de 2026,conserto de ar condicionado,Correspondência exata (variante aproximada),Nenhum,1,5,"20,00%",BRL,"11,55","11,55","0,00%","0,00","0,00"
março de 2026,manutenção de ar condicionado em americana,Correspondência de frase,Nenhum,1,10,"10,00%",BRL,"6,11","6,11","100,00%","1,00","6,11"
janeiro de 2026,ar condicionado conserto,Correspondência exata (variante aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
abril de 2026,instalação e manutenção de ar condicionado,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,instalação de ar condicionado em paulinia,Correspondência exata (variante aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
maio de 2026,manutenção em ar condicionado,Correspondência exata (variante aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
janeiro de 2026,empresa ar condicionado perto de mim,Correspondência exata (variante aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
março de 2026,instalação de ar condicionado em americana,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00","0,00"
